class_id,iou,dice,area_coarse,area_refined,edge_coarse,edge_refined,fractal_coarse,fractal_refined,t_coarse,t_refined
80,0.5115127878196954,0.6768223093335644,0.10585933059421537,0.05778131445182454,0.06972462989951676,0.06492411467116357,1.5403880362909939,1.4183206203560654,0.008465051651000977,0.09717321395874023
81,0.7567607289829512,0.8615410357231773,0.12809699525566684,0.09693877551020408,0.07980599647266313,0.0899203728879394,1.5063769333700392,1.4307889147051833,0.005254983901977539,0.05310940742492676
82,0.918931475029036,0.9577532986320688,0.16985263656270344,0.15608293385413585,0.0653890824622532,0.0659757330637007,1.5899860694901828,1.5650408884579845,0.004998445510864258,0.05383443832397461
83,0.6483516483516484,0.7866666666666019,0.06669019054340156,0.04323869496769991,0.08153574820241487,0.06612261979493618,1.4109098446181731,1.4412054122361329,0.008695363998413086,0.10363578796386719
84,0.9380952380952381,0.9680589680588959,0.2176507537688442,0.20417713567839196,0.04588744588744589,0.04307029687740348,1.5569668734146338,1.539890856488748,0.004998445510864258,0.033321380615234375
85,0.9519087754090233,0.9753619507238188,0.17124663930946654,0.163011178717985,0.05701536936043629,0.059722222222222225,1.518014668458953,1.5035850834636235,0.003999948501586914,0.03883051872253418
86,0.8333333333333334,0.9090909090908676,0.2772414751024377,0.23103456258536473,0.06487975951903807,0.06152304609218437,1.6236605491063776,1.6399987598169943,0.005303859710693359,0.043297529220581055
87,0.9464422686459414,0.972484294953511,0.5310768108896451,0.5175133689839572,0.024006224683616725,0.022827082501585213,1.753207125353768,1.7448385818064627,0.007277727127075195,0.057982683181762695
88,0.973117216841273,0.9863754758564429,0.23944528587656191,0.23300833017796288,0.04091717730776833,0.042250660166565104,1.5508486647119286,1.5415489972262455,0.0043485164642333984,0.02382683753967285
89,0.9530046224961479,0.9759368836291142,0.13387792148854097,0.1275862780287559,0.06317411402157165,0.06628940986257073,1.5125696095027132,1.5135532855547749,0.005645275115966797,0.05139303207397461
90,0.8785010082903877,0.9353213060980786,0.21196675223077863,0.19794646131279794,0.05732080041520097,0.060392738051130046,1.5702471409498766,1.552869848066565,0.007470846176147461,0.08808112144470215
91,0.5796536121079732,0.7338996444092518,0.0569615689667604,0.03428509625784123,0.07753164556962025,0.07781282860147214,1.3852852259418496,1.3039025072131651,0.007480621337890625,0.09972190856933594
92,0.986709886547812,0.9933104911078344,0.38790393562177794,0.3827486483088143,0.021988114532685035,0.021545116075339467,1.7667295512457446,1.7622097506900347,0.005986213684082031,0.09916210174560547
93,0.8870303995752025,0.9401336616250306,0.32306000851184563,0.3071268974322599,0.052750027445383686,0.05167585669332256,1.6515383558704217,1.6509686035170075,0.007991313934326172,0.10759639739990234
94,0.9292525453190961,0.9633290857370742,0.30365947611710326,0.294884437596302,0.03950272738805023,0.039633190511025186,1.766185041131053,1.758500923594232,0.008176803588867188,0.1027686595916748
95,0.9687433402003268,0.9841235476654043,0.20799349881796692,0.20149231678486998,0.03381402287419195,0.03233849087042605,1.6626041443897603,1.6643217661335181,0.0059430599212646484,0.0650019645690918
96,0.9760691894312584,0.9878896899477204,0.4624624624624625,0.4513953608781195,0.036609941782355576,0.037450176354199526,1.7367550107591354,1.730992731821329,0.005988359451293945,0.07550334930419922
97,0.9482352941176471,0.9734299516907429,0.15181463135835396,0.14395599161745096,0.06023529411764706,0.06236559139784946,1.5656677392858303,1.555234520819211,0.005013227462768555,0.04304909706115723
98,0.9590411915289737,0.9790924210025747,0.109130060292851,0.10838931955211024,0.020284135753749013,0.020025429116338207,1.7006394968495604,1.7003833070492786,0.007002115249633789,0.07963943481445312
99,0.9476329691747448,0.9731124746530174,0.17691093205574912,0.1676466318234611,0.05534184746371237,0.054124269322364145,1.6116681183928592,1.5951573961466734,0.00800323486328125,0.11146759986877441
100,0.9194121249234538,0.9580142930066208,0.2510533129339767,0.24079086736495234,0.041252578286142885,0.04209840338872597,1.6010220667250539,1.6398905398913353,0.01202249526977539,0.11648893356323242
101,0.925025929767373,0.9610529556649876,0.15891217329879914,0.14699788085707557,0.06845458586457252,0.07015857760691975,1.4987068398952468,1.5516914078127024,0.005999088287353516,0.09418964385986328
102,0.9711900522490441,0.9853844900860199,0.3667864752598842,0.3599315584443536,0.01816101396549701,0.0183872993093551,1.7363868791413117,1.7308870927722035,0.006923675537109375,0.06757950782775879
103,0.9672162213378813,0.9833349388305422,0.21769002375296911,0.21382422802850357,0.017758258544968493,0.017496111975116642,1.612199636301666,1.6069455407496804,0.012444496154785156,0.16594314575195312
104,0.9619534355479841,0.980607814761121,0.267629179331307,0.2574468085106383,0.038803710013250045,0.03778040141676505,1.701325363637239,1.6895619561589852,0.005999565124511719,0.023492813110351562
105,0.8165852607383997,0.8990332338229593,0.32834905660377356,0.268125,0.05067519034621462,0.04732374543695298,1.6399283677911158,1.6109310859303743,0.0079193115234375,0.09116101264953613
106,0.9660530719579249,0.9827334630349,0.07360160470149385,0.07110305632291099,0.057853215395649055,0.058896312793862905,1.5173348567992078,1.5082347284310524,0.0059850215911865234,0.049211740493774414
107,0.979309662090813,0.9895466897850822,0.22023255813953488,0.21567587209302325,0.03299894403379092,0.03315699026181892,1.618901617009026,1.613464780463801,0.010169744491577148,0.12482881546020508
108,0.9837863614687649,0.9918269230768635,0.36289694557411095,0.357013065674483,0.03028135431568908,0.029932137663596703,1.6865606062514211,1.6813079520977587,0.007988929748535156,0.02752971649169922
109,0.8691881566380134,0.9300167600048864,0.258990391947537,0.23845254435463373,0.053468378282887766,0.050739777427194814,1.659119168438848,1.632345579019489,0.00801849365234375,0.10019659996032715
110,0.9558500759750127,0.9774267339979724,0.13806526806526806,0.13196969696969696,0.05512409252068209,0.0557272807559834,1.5315176769924053,1.5182368048463686,0.007999420166015625,0.0993795394897461
111,0.9494120257377413,0.9740496244023475,0.18046046046046046,0.17133133133133133,0.05591302418460173,0.053517176910493104,1.533721308276851,1.5162342080969453,0.00400090217590332,0.03061532974243164
112,0.948894783377542,0.9737773341801572,0.2617086264346538,0.24833395038874492,0.053315649867374006,0.054603056280283266,1.6471034580496393,1.6295639241567743,0.007989168167114258,0.05134010314941406
113,0.9586084306754697,0.978866848178379,0.210423197492163,0.20171345112567682,0.04630099881496529,0.04812362030905077,1.535690836619302,1.5392316146019949,0.009526491165161133,0.13174033164978027
114,0.6696217494089834,0.802123893805253,0.165234375,0.11064453125,0.07482269503546099,0.07925860547219771,1.527705569188598,1.4441869748985112,0.0049974918365478516,0.057689666748046875
115,0.8659136454727637,0.928139035344629,0.15202650934722647,0.14223873735825926,0.054491621519465794,0.054336116347966604,1.597656596812613,1.581872844198869,0.009330987930297852,0.08875846862792969
116,0.9631627906976744,0.9812357846852747,0.18810807027367538,0.18117869391754743,0.03572093023255814,0.03650762990148735,1.6155768567582711,1.6043112241098638,0.0039997100830078125,0.030278921127319336
117,0.9548746184690885,0.9769164829781724,0.2706349206349206,0.2584224165856819,0.05523969118439165,0.058664995299279224,1.6845797045744946,1.6706106335874489,0.005128622055053711,0.06498932838439941
118,0.9803683955404751,0.9900868926691718,0.23441050813562403,0.2298086537587492,0.02535142995637421,0.02526576019777503,1.7931402396435767,1.7843175711639487,0.007001638412475586,0.08475446701049805
119,0.9414251207729468,0.9698289269049813,0.07166504381694255,0.06746727253056367,0.06853864734299517,0.0718409236690186,1.460648782711876,1.4405569583203075,0.007336139678955078,0.051290035247802734
120,0.9547313196775065,0.9768414820661998,0.2752417335750669,0.27159954243287576,0.021838855126445796,0.021197973577033874,1.6952587024323829,1.6940047127535955,0.014384269714355469,0.15319490432739258
121,0.9704641350210971,0.9850107066380046,0.10483795865151797,0.10174147886012293,0.02731512325116589,0.02745995423340961,1.417781001996329,1.407394156172575,0.005911111831665039,0.10282325744628906
122,0.8930768752718912,0.9435188680793635,0.28968530826570704,0.269590203062461,0.04186208644948663,0.04072598494909252,1.6710648366765484,1.656365807379471,0.05032467842102051,0.14601707458496094
123,0.950378880469323,0.9745582153151413,0.2029265873015873,0.19285714285714287,0.06025421657296504,0.06147119341563786,1.636683013092722,1.6270282495828006,0.006999969482421875,0.054715871810913086
124,0.9776700267959678,0.9887089489644174,0.21403211710727552,0.20925278566746777,0.02794436646676024,0.028647872618115376,1.6891024377729424,1.6843193678122381,0.0070002079010009766,0.07216358184814453
125,0.9354420813991148,0.9666443551985181,0.3472409656620183,0.32482381166591695,0.08388211162690273,0.08747836122331218,1.633802855461283,1.6086328863243393,0.003999233245849609,0.03314018249511719
126,0.8945128339444736,0.9443196350188203,0.19080581378095748,0.18249672603879724,0.05193224464955878,0.054049277104174766,1.6185849784393758,1.6066592816760785,0.011289119720458984,0.16735029220581055
127,0.949060366185268,0.973864517129097,0.21902379628894358,0.20786680430927235,0.06217898362438818,0.06449764421240291,1.5830929011725403,1.5693581428519017,0.0069277286529541016,0.08760595321655273
128,0.9736371227484194,0.9866424901782419,0.11887744972914717,0.11574349811395672,0.030418704521054517,0.03148738054398432,1.643102253395566,1.6347118544278496,0.005986928939819336,0.07689428329467773
129,0.7298451681793914,0.8438271604937837,0.1823936118414646,0.13311909630928037,0.06184374443851219,0.06461838575957084,1.6435061885334965,1.6028453001699652,0.004009723663330078,0.06653499603271484
130,0.5815706484116606,0.7354342962746456,0.09676470588235295,0.058303167420814477,0.05455537370430987,0.051739749062217046,1.428137897093141,1.3339104322951425,0.012013673782348633,0.1262216567993164
131,0.9617194522286258,0.9804862271575393,0.2861054383178277,0.27515316541865215,0.04885528472479247,0.04992028148881192,1.6005650101597573,1.5875068905261258,0.0060062408447265625,0.06692075729370117
132,0.9815509289193499,0.9906895801609531,0.41503864319450406,0.4073815657649921,0.026509763351868616,0.02705195204426683,1.665918334081161,1.6618000437477844,0.005017757415771484,0.055628061294555664
133,0.9665155724521128,0.9829727117257423,0.11698597331508724,0.11306876496749914,0.03465418920894868,0.034720121028744326,1.5016136124579937,1.4921343855224338,0.007997751235961914,0.10951471328735352
134,0.9924042272126816,0.9961876346759254,0.30485998245286006,0.30254433529420227,0.030807699565955842,0.030853339671975278,1.683246942535325,1.6809188341300716,0.007004976272583008,0.06973814964294434
135,0.9594461471103327,0.9793034103287162,0.2586050724637681,0.24811764039855072,0.04799693520140105,0.049968627003593634,1.5845519171353055,1.5731885243005836,0.005998849868774414,0.06926250457763672
136,0.8954764531676441,0.9448563200783976,0.18360970920451813,0.1729697843612768,0.0398024750118991,0.035303776683087026,1.6700195808608331,1.6604735886699997,0.007999181747436523,0.08894634246826172
137,0.934882615559592,0.9663455633345531,0.3239587998208688,0.3140953873712494,0.024968896875863976,0.02354304045624666,1.7076970613093843,1.6985196401945055,0.012119531631469727,0.14047527313232422
138,0.9386656412228418,0.9683625904988115,0.10634686950476424,0.0998241524557314,0.05720053835800808,0.057455960671855794,1.5779625816419496,1.5666049955217258,0.007035493850708008,0.08955955505371094
139,0.9765422696115765,0.9881319358816023,0.5375859810022928,0.5249754339993449,0.032241685707032244,0.03343212187386263,1.739742040648888,1.7314933982496776,0.005012035369873047,0.037987709045410156
140,0.969342844134163,0.9844327990134876,0.08550591105516553,0.08288454301249691,0.049628168159052966,0.051354313449193674,1.4699449618288476,1.4614404118647828,0.005999088287353516,0.06710505485534668
